stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
22,0,fast_drift,single,occupancy_16,1,0,2,2,0,0,0,0.0,8.00006091594696e-06,1.250067725777626e-06,5.041016265749931e-06
22,0,fast_drift,single,occupancy_16,2,1,0,20,0,0,6,0.12,7.875030860304832e-06,5.841720849275589e-07,4.708068445324898e-06
22,0,fast_drift,single,occupancy_16,3,0,2,2,0,4,7,0.0,7.542083039879799e-06,1.0828953236341476e-06,4.292000085115433e-06
22,0,fast_drift,single,occupancy_16,4,0,0,0,4,4,4,0.12,7.3749106377363205e-06,5.00120222568512e-07,3.834022209048271e-06
22,0,fast_drift,single,occupancy_16,5,0,4,4,4,4,4,0.132,7.666880264878273e-06,1.5420373529195786e-06,1.5832949429750443e-05
22,0,fast_drift,single,occupancy_16,6,1,0,20,4,4,0,0.36136780799999996,7.791910320520401e-06,5.83939254283905e-07,1.4625024050474167e-05
22,0,fast_drift,single,occupancy_16,7,0,0,0,4,4,4,0.507364611883008,7.542083039879799e-06,4.5797787606716156e-07,1.2667151167988777e-05
23,0,fast_drift,single,occupancy_16,0,0,0,0,0,0,0,0.28368,1.0041054338216782e-05,8.752103894948959e-07,1.6916077584028244e-05
23,0,fast_drift,single,occupancy_16,1,0,0,0,0,0,0,0.4599256780799999,8.209142833948135e-06,6.670597940683365e-07,1.4667166396975517e-05
23,0,fast_drift,single,occupancy_16,2,0,4,4,0,0,0,0.0,7.541151717305183e-06,1.7920974642038345e-06,1.1499971151351929e-05
23,0,fast_drift,single,occupancy_16,3,1,0,20,0,0,2,0.2256,7.667113095521927e-06,5.420297384262085e-07,1.3665994629263878e-05
23,0,fast_drift,single,occupancy_16,4,0,0,0,0,0,0,0.37779455999999995,7.541850209236145e-06,6.249174475669861e-07,1.1124880984425545e-05
23,0,fast_drift,single,occupancy_16,5,0,2,2,0,4,6,0.0,7.6249707490205765e-06,1.1669471859931946e-06,4.749977961182594e-06
23,0,fast_drift,single,occupancy_16,6,1,0,20,4,4,3,0.12,7.707858458161354e-06,4.998873919248581e-07,4.417030140757561e-06
23,0,fast_drift,single,occupancy_16,7,0,2,2,4,0,3,0.0,7.582828402519226e-06,1.0421499609947205e-06,4.166970029473305e-06
24,0,data_shift,single,occupancy_16,0,0,0,0,6,6,2,0.2256,9.875046089291573e-06,7.499475032091141e-07,1.6084173694252968e-05
24,0,data_shift,single,occupancy_16,1,0,0,0,6,6,2,0.37779455999999995,7.790978997945786e-06,6.2515027821064e-07,1.337495632469654e-05
24,0,data_shift,single,occupancy_16,2,0,4,4,6,6,2,0.0,7.500173524022102e-06,1.6249250620603561e-06,1.3333046808838844e-05
24,0,data_shift,single,occupancy_16,3,0,0,0,6,6,2,0.2256,7.2908587753772736e-06,5.420297384262085e-07,1.2999866157770157e-05
24,0,data_shift,single,occupancy_16,4,1,0,20,6,6,0,0.37779455999999995,7.584225386381149e-06,5.420297384262085e-07,1.1249911040067673e-05
24,0,data_shift,single,occupancy_16,5,0,4,4,6,4,4,0.0,7.333001121878624e-06,1.334119588136673e-06,1.2750038877129555e-05
24,0,data_shift,single,occupancy_16,6,0,0,0,4,4,4,0.2256,7.58306123316288e-06,4.998873919248581e-07,1.2625008821487427e-05
24,0,data_shift,single,occupancy_16,7,0,0,0,4,4,4,0.37779455999999995,7.458031177520752e-06,5.00120222568512e-07,1.254212111234665e-05
25,0,data_shift,single,occupancy_16,0,0,0,0,6,6,2,0.12,9.95793379843235e-06,8.330680429935455e-07,6.666174158453941e-06
25,0,data_shift,single,occupancy_16,1,0,0,0,6,6,2,0.37779455999999995,8.125090971589088e-06,6.658956408500671e-07,1.5125144273042679e-05
25,0,data_shift,single,occupancy_16,2,0,4,4,6,7,3,0.0,7.790978997945786e-06,1.7920974642038345e-06,1.4458084478974342e-05
25,0,data_shift,single,occupancy_16,3,0,0,0,7,7,3,0.1992,7.708091288805008e-06,5.830079317092896e-07,1.2667151167988777e-05
25,0,data_shift,single,occupancy_16,4,0,0,0,7,7,3,0.33614592,7.458031177520752e-06,5.83939254283905e-07,1.2791017070412636e-05
25,0,data_shift,single,occupancy_16,5,0,4,4,7,5,1,0.0,7.583992555737495e-06,1.4998950064182281e-06,1.2665987014770508e-05
25,0,data_shift,single,occupancy_16,6,0,0,0,5,5,1,0.1992,7.4999406933784485e-06,5.83939254283905e-07,1.2249918654561043e-05
25,0,data_shift,single,occupancy_16,7,0,0,0,5,5,1,0.33614591999999993,7.2498805820941925e-06,4.5797787606716156e-07,1.2541888281702995e-05
26,0,data_shift,single,occupancy_16,0,0,0,0,1,1,1,0.25926,9.832903742790222e-06,8.33999365568161e-07,1.8333084881305695e-05
26,0,data_shift,single,occupancy_16,1,0,0,0,1,1,5,0.4237746585599999,8.040806278586388e-06,7.08969309926033e-07,1.595914363861084e-05
26,0,data_shift,single,occupancy_16,2,0,2,2,1,3,7,0.34881947712,7.834052667021751e-06,1.459149643778801e-06,1.5042023733258247e-05
26,0,data_shift,single,occupancy_16,3,0,4,4,3,3,3,0.12,7.833121344447136e-06,1.6659032553434372e-06,1.4792196452617645e-05
26,0,data_shift,single,occupancy_16,4,0,0,0,3,3,3,0.3360276,7.417052984237671e-06,5.420297384262085e-07,1.4165882021188736e-05
26,0,data_shift,single,occupancy_16,5,0,2,2,3,3,7,0.2694912,7.708091288805008e-06,1.0409858077764511e-06,1.2791948392987251e-05
26,0,data_shift,single,occupancy_16,6,0,0,0,3,3,7,0.42696113986559997,7.541850209236145e-06,5.420297384262085e-07,1.2625008821487427e-05
26,0,data_shift,single,occupancy_16,7,0,0,0,3,3,7,0.5315291271154631,7.665948942303658e-06,5.420297384262085e-07,1.295795664191246e-05
27,0,data_shift,single,occupancy_16,0,0,0,0,7,7,7,0.1847625,1.0167015716433525e-05,8.752103894948959e-07,1.9832979887723923e-05
27,0,data_shift,single,occupancy_16,1,0,2,2,7,7,7,0.12764399999999998,8.250121027231216e-06,1.250067725777626e-06,1.787487417459488e-05
27,0,data_shift,single,occupancy_16,2,0,2,2,7,7,7,0.0,8.208910003304482e-06,1.250067725777626e-06,4.499917849898338e-06
27,0,data_shift,single,occupancy_16,3,0,0,0,7,7,7,0.11999999999999998,7.833121344447136e-06,5.830079317092896e-07,4.041939973831177e-06
27,0,data_shift,single,occupancy_16,4,0,2,2,7,7,7,0.0,7.958849892020226e-06,1.00000761449337e-06,4.249857738614082e-06
27,0,data_shift,single,occupancy_16,5,0,2,2,7,7,7,0.35503221227520004,7.542083039879799e-06,8.328352123498917e-07,1.6333069652318954e-05
27,0,data_shift,single,occupancy_16,6,0,0,0,7,7,7,0.48065030466860476,7.6249707490205765e-06,5.420297384262085e-07,1.579197123646736e-05
27,0,data_shift,single,occupancy_16,7,0,0,0,7,7,3,0.5662813511064266,7.875030860304832e-06,4.5797787606716156e-07,1.5290919691324234e-05
28,0,data_shift,single,occupancy_16,0,0,0,0,4,4,4,0.144816,1.0292045772075653e-05,8.330680429935455e-07,1.6207806766033173e-05
28,0,data_shift,single,occupancy_16,1,0,2,2,4,4,4,0.04722431999999999,7.832888513803482e-06,1.334119588136673e-06,1.2417091056704521e-05
28,0,data_shift,single,occupancy_16,2,0,0,0,4,4,4,0.17305707196415998,7.750000804662704e-06,7.080379873514175e-07,1.2041069567203522e-05
28,0,data_shift,single,occupancy_16,3,0,2,2,4,4,4,0.37546223615999996,7.6249707490205765e-06,1.125037670135498e-06,1.0833842679858208e-05
28,0,data_shift,single,occupancy_16,4,0,4,4,4,4,4,0.12,7.4999406933784485e-06,1.5830155462026596e-06,1.1250143870711327e-05
28,0,data_shift,single,occupancy_16,5,1,0,20,4,4,5,0.3579168,7.541850209236145e-06,5.841720849275589e-07,2.750195562839508e-06
28,0,data_shift,single,occupancy_16,6,1,0,20,4,4,5,0.5073821073407999,7.4589625000953674e-06,4.998873919248581e-07,2.624932676553726e-06
28,0,data_shift,single,occupancy_16,7,0,0,0,4,4,4,0.6043495221721694,7.292022928595543e-06,4.998873919248581e-07,1.0750023648142815e-05
29,0,data_shift,single,occupancy_16,0,0,0,0,5,5,5,0.1992,9.709037840366364e-06,8.33999365568161e-07,1.1333031579852104e-05
29,0,data_shift,single,occupancy_16,1,0,0,0,5,5,1,0.33614591999999993,7.917173206806183e-06,6.66128471493721e-07,8.916947990655899e-06
29,0,data_shift,single,occupancy_16,2,0,4,4,5,5,1,0.0,7.875030860304832e-06,1.708976924419403e-06,8.833128958940506e-06
29,0,data_shift,single,occupancy_16,3,0,0,0,5,5,1,0.038869997951999996,7.5409188866615295e-06,5.830079317092896e-07,1.333397813141346e-05
29,0,data_shift,single,occupancy_16,4,0,2,2,5,1,1,0.0,7.500173524022102e-06,1.166015863418579e-06,4.875008016824722e-06
29,0,data_shift,single,occupancy_16,5,0,0,0,1,1,3,0.12,7.707858458161354e-06,5.408655852079391e-07,4.249857738614082e-06
29,0,data_shift,single,occupancy_16,6,0,2,2,1,1,3,0.0,7.791910320520401e-06,1.0421499609947205e-06,4.375120624899864e-06
29,0,data_shift,single,occupancy_16,7,0,0,0,1,1,3,0.12,7.792143151164055e-06,4.998873919248581e-07,4.125060513615608e-06
30,0,data_shift,single,occupancy_16,0,0,0,0,7,7,2,0.12,9.750016033649445e-06,7.909256964921951e-07,6.583984941244125e-06
30,0,data_shift,single,occupancy_16,1,0,2,2,7,3,2,0.0,7.875030860304832e-06,1.1671800166368484e-06,4.833098500967026e-06
30,0,data_shift,single,occupancy_16,2,0,0,0,3,3,2,0.12,7.4589625000953674e-06,5.417969077825546e-07,4.332978278398514e-06
30,0,data_shift,single,occupancy_16,3,0,2,2,3,3,2,0.0,7.832888513803482e-06,1.0409858077764511e-06,4.624947905540466e-06
30,0,data_shift,single,occupancy_16,4,0,0,0,3,3,2,0.12,7.250113412737846e-06,5.41098415851593e-07,4.00003045797348e-06
30,0,data_shift,single,occupancy_16,5,0,2,2,3,7,6,0.0,7.2908587753772736e-06,9.168870747089386e-07,3.959052264690399e-06
30,0,data_shift,single,occupancy_16,6,0,0,0,7,7,6,0.12,7.2908587753772736e-06,4.5797787606716156e-07,3.708992153406143e-06
30,0,data_shift,single,occupancy_16,7,0,2,2,7,3,2,0.0,7.3749106377363205e-06,7.920898497104645e-07,3.834022209048271e-06
31,0,data_shift,single,occupancy_16,0,1,0,20,1,1,3,0.25926,9.58307646214962e-06,8.330680429935455e-07,1.850002445280552e-05
31,0,data_shift,single,occupancy_16,1,0,0,0,1,1,1,0.4237746585599999,7.790978997945786e-06,7.080379873514175e-07,1.558312214910984e-05
31,0,data_shift,single,occupancy_16,2,0,4,4,1,1,1,0.0,7.667113095521927e-06,1.791166141629219e-06,2.037500962615013e-05
31,0,data_shift,single,occupancy_16,3,0,0,0,1,1,1,0.1992,8.33394005894661e-06,1.00000761449337e-06,1.1584023013710976e-05
31,0,data_shift,single,occupancy_16,4,0,0,0,1,1,1,0.33614592,7.916940376162529e-06,6.658956408500671e-07,1.1249911040067673e-05
31,0,data_shift,single,occupancy_16,5,0,4,4,1,1,1,0.0,8.00006091594696e-06,1.9578728824853897e-06,1.0624993592500687e-05
31,0,data_shift,single,occupancy_16,6,0,0,0,1,1,1,0.42677402714112,7.750000804662704e-06,6.2515027821064e-07,5.58304600417614e-06
31,0,data_shift,single,occupancy_16,7,0,0,0,1,1,2,0.44434826062725113,7.583992555737495e-06,5.83939254283905e-07,4.166970029473305e-06
0,0,matched,single,occupancy_32,0,0,0,0,4,4,4,0.2256,1.0083196684718132e-05,1.375097781419754e-06,2.4624867364764214e-05
0,0,matched,single,occupancy_32,1,1,0,20,4,4,7,0.37779455999999995,8.917180821299553e-06,8.749775588512421e-07,3.6659184843301773e-06
0,0,matched,single,occupancy_32,2,0,4,4,4,7,7,0.0,7.666880264878273e-06,2.2908207029104233e-06,1.4750054106116295e-05
0,0,matched,single,occupancy_32,3,0,0,0,7,7,7,0.1992,7.4999406933784485e-06,6.668269634246826e-07,1.3875076547265053e-05
0,0,matched,single,occupancy_32,4,0,0,0,7,7,2,0.05307337669631999,7.457798346877098e-06,6.249174475669861e-07,1.554097980260849e-05
0,0,matched,single,occupancy_32,5,0,0,0,7,7,2,0.06367054237979443,7.542083039879799e-06,5.420297384262085e-07,1.5666009858250618e-05
0,0,matched,single,occupancy_32,6,0,0,0,7,7,2,0.07137177887856927,7.292022928595543e-06,5.83939254283905e-07,1.4832941815257072e-05
0,0,matched,single,occupancy_32,7,0,0,0,7,7,2,0.0770210514162616,7.3749106377363205e-06,5.417969077825546e-07,1.3958197087049484e-05
1,0,matched,single,occupancy_32,0,0,0,0,0,0,0,0.12,1.0041054338216782e-05,9.580980986356735e-07,7.58306123316288e-06
1,0,matched,single,occupancy_32,1,0,2,2,0,0,0,0.0,7.916940376162529e-06,1.541106030344963e-06,5.166977643966675e-06
1,0,matched,single,occupancy_32,2,1,0,20,0,0,4,0.12,7.666880264878273e-06,6.249174475669861e-07,4.792120307683945e-06
1,0,matched,single,occupancy_32,3,0,2,2,0,4,4,0.0,7.207971066236496e-06,1.125037670135498e-06,4.624947905540466e-06
1,0,matched,single,occupancy_32,4,0,0,0,4,4,4,0.12,7.58306123316288e-06,6.2515027821064e-07,4.292000085115433e-06
1,0,matched,single,occupancy_32,5,0,2,2,4,4,4,0.0,7.708091288805008e-06,9.580980986356735e-07,3.915978595614433e-06
1,0,matched,single,occupancy_32,6,0,0,0,4,4,7,0.12,7.417052984237671e-06,4.998873919248581e-07,3.875000402331352e-06
1,0,matched,single,occupancy_32,7,0,2,2,4,4,7,0.0,7.333001121878624e-06,9.171199053525925e-07,3.7080608308315277e-06
2,0,matched,single,occupancy_32,0,0,0,0,1,1,1,0.258864,9.790994226932526e-06,8.749775588512421e-07,1.6707926988601685e-05
2,0,matched,single,occupancy_32,1,1,0,20,1,1,5,0.42267513446399996,7.791910320520401e-06,6.66128471493721e-07,1.1832918971776962e-05
2,0,matched,single,occupancy_32,2,1,2,22,1,1,5,0.34636050892799997,7.916009053587914e-06,1.2922100722789764e-06,1.2665987014770508e-05
2,0,matched,single,occupancy_32,3,0,4,4,1,5,5,0.12,7.20820389688015e-06,1.7080456018447876e-06,1.2167030945420265e-05
2,0,matched,single,occupancy_32,4,0,0,0,5,5,5,0.33496272,7.334165275096893e-06,6.249174475669861e-07,1.1083902791142464e-05
2,0,matched,single,occupancy_32,5,0,2,2,5,5,5,0.26530943999999995,7.707858458161354e-06,1.1669471859931946e-06,1.0415911674499512e-05
2,0,matched,single,occupancy_32,6,0,0,0,5,5,5,0.03582432,7.333001121878624e-06,5.41098415851593e-07,1.0958872735500336e-05
2,0,matched,single,occupancy_32,7,0,0,0,5,5,5,0.051628127232,7.333001121878624e-06,5.420297384262085e-07,1.154094934463501e-05
3,0,matched,single,occupancy_32,0,1,0,20,6,6,7,0.25464,9.37492586672306e-06,8.752103894948959e-07,4.041008651256561e-06
3,0,matched,single,occupancy_32,1,1,0,20,6,6,7,0.4188601190399999,7.666880264878273e-06,6.658956408500671e-07,3.2498501241207123e-06
3,0,matched,single,occupancy_32,2,0,4,4,6,7,7,0.08765999999999999,7.4999406933784485e-06,1.7918646335601807e-06,1.5666941180825233e-05
3,0,matched,single,occupancy_32,3,0,0,0,7,7,3,0.238029863424,7.333001121878624e-06,5.408655852079391e-07,1.400010660290718e-05
3,0,matched,single,occupancy_32,4,0,2,2,7,7,6,0.16785275624447998,7.333001121878624e-06,1.125037670135498e-06,1.1750031262636185e-05
3,0,matched,single,occupancy_32,5,1,0,20,7,7,6,0.28946182781588864,7.541850209236145e-06,5.408655852079391e-07,1.0875053703784943e-05
3,0,matched,single,occupancy_32,6,1,2,22,7,7,2,0.2108266467549739,7.6249707490205765e-06,9.159557521343231e-07,1.0709045454859734e-05
3,0,matched,single,occupancy_32,7,1,0,20,7,7,2,0.31746848064821115,7.4999406933784485e-06,5.420297384262085e-07,1.0709045454859734e-05
4,0,matched,single,occupancy_32,0,0,0,0,1,1,0,0.0525,1.037493348121643e-05,8.749775588512421e-07,1.550000160932541e-05
4,0,matched,single,occupancy_32,1,0,0,0,1,1,0,0.09239999999999998,8.041970431804657e-06,7.080379873514175e-07,1.2666918337345123e-05
4,0,matched,single,occupancy_32,2,0,0,0,1,1,0,0.12272399999999999,7.4999406933784485e-06,7.08969309926033e-07,1.1249911040067673e-05
4,0,matched,single,occupancy_32,3,0,2,2,1,1,0,0.0,7.583992555737495e-06,1.1669471859931946e-06,4.667090252041817e-06
4,0,matched,single,occupancy_32,4,0,4,4,1,0,0,0.0,7.500173524022102e-06,1.6668345779180527e-06,1.2042000889778137e-05
4,0,matched,single,occupancy_32,5,0,0,0,0,0,0,0.18765791999999998,7.4999406933784485e-06,5.420297384262085e-07,1.4125136658549309e-05
4,0,matched,single,occupancy_32,6,0,2,2,0,0,0,0.1134307584,7.292022928595543e-06,1.00000761449337e-06,1.4083925634622574e-05
4,0,matched,single,occupancy_32,7,0,0,0,0,0,0,0.2447265814536192,7.333001121878624e-06,5.830079317092896e-07,1.4042016118764877e-05
5,0,matched,single,occupancy_32,0,0,0,0,6,6,6,0.2256,1.1875061318278313e-05,1.0828953236341476e-06,1.8625054508447647e-05
5,0,matched,single,occupancy_32,1,0,0,0,6,6,6,0.37779455999999995,8.665956556797028e-06,8.33999365568161e-07,1.4916062355041504e-05
5,0,matched,single,occupancy_32,2,0,4,4,6,6,6,0.08765999999999999,7.834052667021751e-06,2.125045284628868e-06,1.9166851416230202e-05
5,0,matched,single,occupancy_32,3,1,0,20,6,6,7,0.30623176704,7.667113095521927e-06,7.080379873514175e-07,3.084074705839157e-06
5,0,matched,single,occupancy_32,4,1,0,20,6,6,7,0.450363883715543,7.3749106377363205e-06,5.420297384262085e-07,2.749962732195854e-06
5,0,matched,single,occupancy_32,5,0,4,4,6,7,7,0.12614063615999999,7.166992872953415e-06,1.500127837061882e-06,1.758313737809658e-05
5,0,matched,single,occupancy_32,6,1,0,20,7,7,5,0.2619127317264138,7.790978997945786e-06,6.670597940683365e-07,1.191697083413601e-05
5,0,matched,single,occupancy_32,7,1,0,20,7,7,5,0.35891277068849947,7.750000804662704e-06,5.830079317092896e-07,1.1208932846784592e-05
6,0,matched,single,occupancy_32,0,0,0,0,1,1,1,0.12,1.0416144505143166e-05,9.580980986356735e-07,6.9998204708099365e-06
6,0,matched,single,occupancy_32,1,0,2,2,1,1,1,0.0,8.33394005894661e-06,1.3748649507761002e-06,5.041016265749931e-06
6,0,matched,single,occupancy_32,2,0,2,2,1,1,1,0.26855328,7.375143468379974e-06,1.0831281542778015e-06,1.4499993994832039e-05
6,0,matched,single,occupancy_32,3,0,0,0,1,1,1,0.42510222065664,7.666880264878273e-06,5.83939254283905e-07,1.2416159734129906e-05
6,0,matched,single,occupancy_32,4,0,2,2,1,1,1,0.349492416,7.58306123316288e-06,1.2498348951339722e-06,1.2208009138703346e-05
6,0,matched,single,occupancy_32,5,0,2,2,1,1,1,0.0,7.4158888310194016e-06,9.59029421210289e-07,4.458939656615257e-06
6,0,matched,single,occupancy_32,6,0,0,0,1,1,1,0.11999999999999998,7.416820153594017e-06,5.420297384262085e-07,4.208879545331001e-06
6,0,matched,single,occupancy_32,7,0,0,0,1,1,0,0.2112,7.58306123316288e-06,6.668269634246826e-07,3.959052264690399e-06
7,0,matched,single,occupancy_32,0,1,0,20,0,0,4,0.28368,1.0207993909716606e-05,8.330680429935455e-07,1.895800232887268e-05
7,0,matched,single,occupancy_32,1,1,0,20,0,0,4,0.4599256780799999,8.167000487446785e-06,7.078051567077637e-07,1.4833873137831688e-05
7,0,matched,single,occupancy_32,2,1,2,22,0,0,4,0.40665263615999997,7.58306123316288e-06,1.375097781419754e-06,1.500011421740055e-05
7,0,matched,single,occupancy_32,3,0,4,4,0,4,4,0.12,7.874798029661179e-06,1.7080456018447876e-06,1.3499986380338669e-05
7,0,matched,single,occupancy_32,4,0,0,0,4,4,4,0.3579168,7.417052984237671e-06,6.66128471493721e-07,1.3207783922553062e-05
7,0,matched,single,occupancy_32,5,0,2,2,4,5,5,0.3153216,7.6249707490205765e-06,1.0419171303510666e-06,1.4249933883547783e-05
7,0,matched,single,occupancy_32,6,0,0,0,5,5,5,0.45778336745472,7.665948942303658e-06,5.830079317092896e-07,1.3665994629263878e-05
7,0,matched,single,occupancy_32,7,0,0,0,5,5,1,0.5512765081567572,7.4999406933784485e-06,5.830079317092896e-07,1.3208016753196716e-05
8,0,no_drift,single,occupancy_32,0,0,0,0,3,3,3,0.1992,1.0333023965358734e-05,8.749775588512421e-07,1.691700890660286e-05
8,0,no_drift,single,occupancy_32,1,0,0,0,3,3,3,0.33614591999999993,8.165836334228516e-06,7.080379873514175e-07,1.4415942132472992e-05
8,0,no_drift,single,occupancy_32,2,0,4,4,3,3,3,0.0,7.542083039879799e-06,1.8749851733446121e-06,1.3499986380338669e-05
8,0,no_drift,single,occupancy_32,3,0,0,0,3,3,3,0.1992,7.417052984237671e-06,5.41098415851593e-07,1.2290896847844124e-05
8,0,no_drift,single,occupancy_32,4,0,0,0,3,3,3,0.33614592,7.458031177520752e-06,5.830079317092896e-07,1.2833159416913986e-05
8,0,no_drift,single,occupancy_32,5,0,4,4,3,3,3,0.0,7.6249707490205765e-06,1.4579854905605316e-06,3.1333183869719505e-05
8,0,no_drift,single,occupancy_32,6,0,0,0,3,3,3,0.1992,7.58306123316288e-06,6.2515027821064e-07,1.254212111234665e-05
8,0,no_drift,single,occupancy_32,7,0,0,0,3,3,3,0.33614591999999993,7.3749106377363205e-06,4.998873919248581e-07,1.2416858226060867e-05
9,0,no_drift,single,occupancy_32,0,0,0,0,6,6,6,0.12,1.0082963854074478e-05,7.909256964921951e-07,6.417045369744301e-06
9,0,no_drift,single,occupancy_32,1,0,2,2,6,6,6,0.0,7.791910320520401e-06,1.250067725777626e-06,4.832865670323372e-06
9,0,no_drift,single,occupancy_32,2,0,0,0,6,6,6,0.12,7.416820153594017e-06,5.83939254283905e-07,4.37488779425621e-06
9,0,no_drift,single,occupancy_32,3,0,4,4,6,6,6,0.0,7.542083039879799e-06,1.6670674085617065e-06,1.0750023648142815e-05
9,0,no_drift,single,occupancy_32,4,0,0,0,6,6,6,0.2256,7.4999406933784485e-06,5.420297384262085e-07,9.249895811080933e-06
9,0,no_drift,single,occupancy_32,5,0,2,2,6,6,6,0.2112,7.4589625000953674e-06,1.0419171303510666e-06,9.00006853044033e-06
9,0,no_drift,single,occupancy_32,6,0,0,0,6,6,6,0.36685056,7.416820153594017e-06,5.00120222568512e-07,8.37491825222969e-06
9,0,no_drift,single,occupancy_32,7,0,0,0,6,6,6,0.47401957785599996,7.3339324444532394e-06,5.420297384262085e-07,7.916940376162529e-06
10,0,no_drift,single,occupancy_32,0,0,0,0,7,7,7,0.25807199999999997,1.0292045772075653e-05,8.749775588512421e-07,1.595797948539257e-05
